case_id,invoice_amount,days_overdue,customer_type,credit_score,past_recovery_rate,dispute_history,dca_id,dca_performance_score,sla_breach_count,recovered,customer_id,customer_name,case_created_date,assigned_date,case_status,amount_recovered,payment_date,case_closed_date,risk_score,priority_level,action_count,last_action_type,last_action_date,next_followup_date,escalation_flag,escalation_reason
CASE_885,178416,3,SME,321,0.95,1,DCA_D,61,2,0,CUST_1884,Jessica Rodriguez,2025-01-12,2025-01-13,IN_PROGRESS,0.0,,,58.8,MEDIUM,8,Legal Notice,2025-01-14,2025-01-20,1,SLA Breach
CASE_886,310062,17,SME,349,0.34,1,DCA_D,82,5,0,CUST_1885,Joseph Anderson,2024-12-29,2024-12-29,IN_PROGRESS,0.0,,,59.3,MEDIUM,8,Legal Notice,2025-01-12,2025-01-23,1,SLA Breach
CASE_887,319368,50,Enterprise,859,0.31,1,DCA_B,73,3,1,CUST_1886,Brown Corp,2024-11-26,2024-11-27,PAID,304585.37,2024-12-01,2024-12-01,20.3,LOW,7,Call,2024-11-28,,1,SLA Breach
CASE_888,44298,122,SME,365,0.52,0,DCA_B,69,0,0,CUST_1887,Michael Gonzalez,2024-09-15,2024-09-15,OPEN,0.0,,,71.2,MEDIUM,8,SMS,2024-12-21,2025-01-28,0,
CASE_889,347363,90,SME,429,0.92,1,DCA_D,75,1,0,CUST_1888,Susan Miller,2024-10-17,2024-10-17,OPEN,0.0,,,68.3,MEDIUM,2,Email,2024-10-28,2025-01-25,1,SLA Breach
CASE_890,66629,87,SME,601,0.31,0,DCA_B,86,4,1,CUST_1889,Jessica Wilson,2024-10-20,2024-10-21,PAID,62668.36,2024-11-15,2024-11-15,42.0,LOW,10,Legal Notice,2024-11-05,,1,SLA Breach
CASE_891,333184,6,SME,626,0.44,1,DCA_D,53,0,0,CUST_1890,Barbara Garcia,2025-01-09,2025-01-11,OPEN,0.0,,,31.7,LOW,12,Email,2025-01-12,2025-01-25,0,
CASE_892,497734,156,SME,683,0.69,0,DCA_A,80,0,0,CUST_1891,Patricia Smith,2024-08-12,2024-08-14,IN_PROGRESS,0.0,,,49.8,LOW,10,Email,2024-08-29,2025-01-21,0,
CASE_893,235907,55,SME,837,0.45,0,DCA_C,99,0,1,CUST_1892,Richard Johnson,2024-11-21,2024-11-22,PAID,218624.82,2025-01-05,2025-01-05,13.4,LOW,12,SMS,2024-11-26,,0,
CASE_894,295160,173,SME,348,0.33,1,DCA_A,74,1,0,CUST_1893,Elizabeth Anderson,2024-07-26,2024-07-26,OPEN,0.0,,,94.1,HIGH,2,Physical Visit,2024-09-30,2025-01-26,1,SLA Breach
CASE_895,28960,147,Enterprise,618,0.33,0,DCA_C,79,3,1,CUST_1894,Smith Corp,2024-08-21,2024-08-21,PAID,28389.17,2024-11-26,2024-11-26,53.8,MEDIUM,6,Email,2024-10-24,,1,SLA Breach
CASE_896,300735,102,SME,320,0.66,0,DCA_A,98,6,0,CUST_1895,James Brown,2024-10-05,2024-10-07,DISPUTE,0.0,,,70.8,MEDIUM,3,Call,2024-12-16,2025-01-23,1,SLA Breach
CASE_897,218920,29,SME,732,0.67,0,DCA_C,66,1,0,CUST_1896,Thomas Davis,2024-12-17,2024-12-17,OPEN,0.0,,,17.2,LOW,4,Legal Notice,2024-12-19,2025-01-18,1,SLA Breach
CASE_898,370477,151,Enterprise,890,0.76,1,DCA_C,80,2,0,CUST_1897,Wilson Corp,2024-08-17,2024-08-17,IN_PROGRESS,0.0,,,39.9,LOW,12,WhatsApp Reminder,2024-08-29,2025-01-18,1,SLA Breach
CASE_899,247804,111,Enterprise,891,0.39,1,DCA_C,89,0,0,CUST_1898,Hernandez Inc,2024-09-26,2024-09-28,OPEN,0.0,,,30.9,LOW,1,WhatsApp Reminder,2024-12-16,2025-01-19,0,
CASE_900,381965,160,SME,308,0.62,1,DCA_B,63,3,0,CUST_1899,Richard Rodriguez,2024-08-08,2024-08-09,IN_PROGRESS,0.0,,,94.8,HIGH,11,WhatsApp Reminder,2024-12-10,2025-01-22,1,SLA Breach
CASE_901,465857,10,SME,448,0.69,0,DCA_B,82,1,1,CUST_1900,Karen Gonzalez,2025-01-05,2025-01-08,PAID,455260.52,2025-01-09,2025-01-09,38.8,LOW,3,Physical Visit,2025-01-08,,1,SLA Breach
CASE_902,303539,91,SME,736,0.44,1,DCA_C,63,1,0,CUST_1901,Jennifer Wilson,2024-10-16,2024-10-19,OPEN,0.0,,,40.6,LOW,14,Call,2024-12-23,2025-01-17,1,SLA Breach
CASE_903,134695,177,Enterprise,798,0.66,0,DCA_D,96,2,1,CUST_1902,Garcia Technologies,2024-07-22,2024-07-25,PAID,125996.04,2025-01-06,2025-01-06,44.1,LOW,13,SMS,2024-08-09,,1,SLA Breach
CASE_904,420916,29,SME,354,0.76,0,DCA_C,92,3,1,CUST_1903,Barbara Smith,2024-12-17,2024-12-19,PAID,401676.91,2024-12-23,2024-12-23,51.5,MEDIUM,8,Call,2024-12-19,,1,SLA Breach
CASE_905,301764,45,SME,596,0.94,0,DCA_C,87,3,0,CUST_1904,Karen Davis,2024-12-01,2024-12-01,OPEN,0.0,,,33.1,LOW,2,WhatsApp Reminder,2025-01-02,2025-01-17,1,SLA Breach
CASE_906,239286,51,Enterprise,817,0.69,1,DCA_D,68,0,0,CUST_1905,Smith Systems,2024-11-25,2024-11-27,OPEN,0.0,,,24.3,LOW,14,Call,2024-12-03,2025-01-19,0,
CASE_907,133148,101,SME,528,0.86,0,DCA_B,87,1,0,CUST_1906,Mary Martinez,2024-10-06,2024-10-07,IN_PROGRESS,0.0,,,51.7,MEDIUM,5,SMS,2024-12-12,2025-01-19,1,SLA Breach
CASE_908,287703,128,Enterprise,546,0.84,1,DCA_C,92,0,0,CUST_1907,Wilson Corp,2024-09-09,2024-09-09,IN_PROGRESS,0.0,,,66.1,MEDIUM,7,WhatsApp Reminder,2024-10-06,2025-01-19,0,
CASE_909,491261,11,Enterprise,581,0.91,1,DCA_D,66,2,0,CUST_1908,Miller Logistics,2025-01-04,2025-01-04,OPEN,0.0,,,36.9,LOW,9,Call,2025-01-12,2025-01-25,1,SLA Breach
CASE_910,360540,82,SME,556,0.77,0,DCA_D,82,3,0,CUST_1909,James Lopez,2024-10-25,2024-10-27,IN_PROGRESS,0.0,,,44.9,LOW,3,SMS,2025-01-06,2025-01-22,1,SLA Breach
CASE_911,197714,128,SME,392,0.44,1,DCA_D,63,1,0,CUST_1910,Patricia Jones,2024-09-09,2024-09-11,OPEN,0.0,,,80.1,HIGH,1,Legal Notice,2024-10-20,2025-01-20,1,Contact Info Invalid
CASE_912,212611,6,SME,513,0.49,0,DCA_D,78,1,0,CUST_1911,Linda Smith,2025-01-09,2025-01-11,OPEN,0.0,,,32.0,LOW,13,Legal Notice,2025-01-11,2025-01-22,1,SLA Breach
CASE_913,288876,67,Enterprise,852,0.81,0,DCA_A,55,1,0,CUST_1912,Lopez Technologies,2024-11-09,2024-11-10,OPEN,0.0,,,14.7,LOW,9,Physical Visit,2025-01-05,2025-01-19,1,SLA Breach
CASE_914,264747,62,Enterprise,432,0.64,0,DCA_C,73,5,0,CUST_1913,Lopez Enterprises,2024-11-14,2024-11-15,OPEN,0.0,,,51.8,MEDIUM,6,Physical Visit,2024-11-17,2025-01-17,1,SLA Breach
CASE_915,96362,133,Enterprise,796,0.46,0,DCA_B,77,2,1,CUST_1914,Johnson Technologies,2024-09-04,2024-09-05,PAID,88894.4,2024-11-01,2024-11-01,34.5,LOW,13,Physical Visit,2024-09-10,,1,SLA Breach
CASE_916,428570,137,SME,385,0.73,0,DCA_B,85,0,1,CUST_1915,Jennifer Garcia,2024-08-31,2024-09-03,PAID,425650.78,2025-01-10,2025-01-10,72.7,MEDIUM,14,SMS,2024-11-12,,0,
CASE_917,280987,28,Enterprise,895,0.89,0,DCA_A,52,1,1,CUST_1916,Davis Group,2024-12-18,2024-12-20,PAID,275314.75,2025-01-08,2025-01-08,2.1,LOW,11,SMS,2025-01-08,,1,SLA Breach
CASE_918,119065,38,SME,695,0.53,0,DCA_D,87,2,1,CUST_1917,William Garcia,2024-12-08,2024-12-08,PAID,115666.07,2024-12-24,2024-12-24,22.5,LOW,6,WhatsApp Reminder,2024-12-19,,1,SLA Breach
CASE_919,338870,43,SME,846,0.69,0,DCA_A,53,0,0,CUST_1918,Jennifer Rodriguez,2024-12-03,2024-12-04,DISPUTE,0.0,,,9.9,LOW,3,Legal Notice,2025-01-03,2025-01-17,1,High Value Risk
CASE_920,22640,117,SME,548,0.68,0,DCA_D,87,1,0,CUST_1919,William Rodriguez,2024-09-20,2024-09-20,DISPUTE,0.0,,,53.5,MEDIUM,10,Legal Notice,2024-12-22,2025-01-28,1,SLA Breach
CASE_921,57528,149,Enterprise,863,0.38,0,DCA_A,81,0,0,CUST_1920,Jones Inc,2024-08-19,2024-08-21,OPEN,0.0,,,31.9,LOW,9,Legal Notice,2024-12-22,2025-01-25,0,
CASE_922,305557,46,Enterprise,588,0.36,0,DCA_B,58,2,1,CUST_1921,Smith Systems,2024-11-30,2024-12-02,PAID,295990.79,2025-01-13,2025-01-13,34.0,LOW,3,Call,2025-01-03,,1,SLA Breach
CASE_923,264214,166,SME,708,0.88,1,DCA_D,91,0,0,CUST_1922,Patricia Smith,2024-08-02,2024-08-02,OPEN,0.0,,,59.8,MEDIUM,1,Legal Notice,2024-10-22,2025-01-18,0,
CASE_924,319782,49,Enterprise,608,0.91,0,DCA_C,94,1,1,CUST_1923,Martinez Systems,2024-11-27,2024-11-29,PAID,303072.68,2025-01-15,2025-01-15,32.9,LOW,4,SMS,2024-12-22,,1,SLA Breach
CASE_925,450952,39,SME,360,0.89,0,DCA_C,97,2,0,CUST_1924,Michael Williams,2024-12-07,2024-12-07,IN_PROGRESS,0.0,,,53.2,MEDIUM,6,SMS,2025-01-08,2025-01-18,1,SLA Breach
CASE_926,115133,71,SME,803,0.56,0,DCA_A,61,2,0,CUST_1925,Richard Gonzalez,2024-11-05,2024-11-05,OPEN,0.0,,,20.1,LOW,13,Email,2024-11-14,2025-01-18,1,SLA Breach
CASE_927,373501,127,SME,826,0.49,0,DCA_D,99,1,0,CUST_1926,Patricia Anderson,2024-09-10,2024-09-11,IN_PROGRESS,0.0,,,30.4,LOW,4,Call,2024-11-01,2025-01-20,1,SLA Breach
CASE_928,204938,158,Enterprise,610,0.91,1,DCA_D,89,0,1,CUST_1927,Hernandez Group,2024-08-10,2024-08-10,PAID,194896.45,2024-12-02,2024-12-02,66.9,MEDIUM,1,SMS,2024-10-27,,0,
CASE_929,155159,149,SME,499,0.87,0,DCA_A,83,2,1,CUST_1928,Jennifer Lopez,2024-08-19,2024-08-19,PAID,152857.54,2024-11-17,2024-11-17,65.0,MEDIUM,2,Call,2024-08-22,,1,SLA Breach
CASE_930,177502,1,SME,652,0.83,0,DCA_D,82,0,0,CUST_1929,Linda Davis,2025-01-14,2025-01-16,DISPUTE,0.0,,,18.2,LOW,13,SMS,2025-01-15,2025-01-27,1,Refusal to Pay
CASE_931,160576,160,Enterprise,374,0.52,1,DCA_B,86,1,0,CUST_1930,Williams Systems,2024-08-08,2024-08-08,OPEN,0.0,,,88.8,HIGH,3,Email,2024-12-12,2025-01-20,1,SLA Breach
CASE_932,405330,136,Enterprise,570,0.72,0,DCA_A,90,1,0,CUST_1931,Jones Corp,2024-09-01,2024-09-01,OPEN,0.0,,,55.7,MEDIUM,14,WhatsApp Reminder,2024-12-29,2025-01-24,1,SLA Breach
CASE_933,346003,69,Enterprise,320,0.79,0,DCA_A,96,3,0,CUST_1932,Smith Enterprises,2024-11-07,2024-11-09,OPEN,0.0,,,63.5,MEDIUM,8,Email,2025-01-12,2025-01-27,1,SLA Breach
CASE_934,366801,30,SME,335,0.67,0,DCA_B,72,1,1,CUST_1933,Susan Gonzalez,2024-12-16,2024-12-19,PAID,354605.58,2024-12-20,2024-12-20,53.5,MEDIUM,14,Call,2024-12-20,,1,SLA Breach
CASE_935,409191,115,Enterprise,497,0.69,0,DCA_C,76,1,1,CUST_1934,Hernandez Corp,2024-09-22,2024-09-24,PAID,392516.86,2024-12-11,2024-12-11,57.6,MEDIUM,13,Legal Notice,2024-12-04,,1,SLA Breach
CASE_936,16023,8,SME,452,0.79,1,DCA_C,59,0,1,CUST_1935,Elizabeth Jones,2025-01-07,2025-01-10,PAID,15444.66,2025-01-14,2025-01-14,48.0,LOW,8,SMS,2025-01-11,,0,
CASE_937,26447,113,SME,343,0.8,0,DCA_C,65,2,0,CUST_1936,Karen Brown,2024-09-24,2024-09-25,OPEN,0.0,,,71.2,MEDIUM,3,Call,2024-12-02,2025-01-28,1,SLA Breach
CASE_938,488685,19,SME,853,0.46,0,DCA_D,75,2,1,CUST_1937,Elizabeth Garcia,2024-12-27,2024-12-30,PAID,454502.25,2025-01-13,2025-01-13,3.9,LOW,5,Physical Visit,2025-01-02,,1,SLA Breach
CASE_939,393043,59,Enterprise,844,0.55,0,DCA_D,80,2,0,CUST_1938,Jones Corp,2024-11-17,2024-11-17,OPEN,0.0,,,13.7,LOW,1,Email,2024-11-19,2025-01-17,1,SLA Breach
CASE_940,291103,158,SME,809,0.81,1,DCA_A,93,1,0,CUST_1939,Elizabeth Brown,2024-08-10,2024-08-12,DISPUTE,0.0,,,48.8,LOW,4,Call,2024-11-09,2025-01-17,1,Refusal to Pay
CASE_941,71203,79,SME,715,0.47,1,DCA_B,99,1,0,CUST_1940,John Williams,2024-10-28,2024-10-30,OPEN,0.0,,,39.8,LOW,10,Email,2025-01-15,2025-01-16,1,SLA Breach
CASE_942,386300,36,SME,708,0.9,1,DCA_D,95,0,0,CUST_1941,Jessica Jones,2024-12-10,2024-12-12,IN_PROGRESS,0.0,,,30.9,LOW,4,Physical Visit,2025-01-05,2025-01-20,0,
CASE_943,165775,55,SME,595,0.85,0,DCA_A,53,2,1,CUST_1942,Jessica Wilson,2024-11-21,2024-11-21,PAID,151959.62,2024-12-22,2024-12-22,35.4,LOW,3,WhatsApp Reminder,2024-12-05,,1,SLA Breach
CASE_944,14337,44,SME,502,0.88,1,DCA_B,84,0,1,CUST_1943,Charles Williams,2024-12-02,2024-12-04,PAID,13221.52,2025-01-06,2025-01-06,51.4,MEDIUM,3,Email,2024-12-14,,0,
CASE_945,51427,155,SME,875,0.49,0,DCA_B,83,0,0,CUST_1944,William Gonzalez,2024-08-13,2024-08-16,IN_PROGRESS,0.0,,,32.2,LOW,14,Legal Notice,2024-11-16,2025-01-28,0,
CASE_946,328673,77,Enterprise,667,0.37,0,DCA_C,63,1,1,CUST_1945,Johnson Solutions,2024-10-30,2024-11-02,PAID,312600.37,2025-01-05,2025-01-05,33.7,LOW,12,Legal Notice,2024-11-11,,1,SLA Breach
CASE_947,369167,78,SME,725,0.37,0,DCA_C,90,0,0,CUST_1946,John Garcia,2024-10-29,2024-11-01,IN_PROGRESS,0.0,,,28.7,LOW,9,Legal Notice,2024-12-14,2025-01-16,0,
CASE_948,351809,101,Enterprise,509,0.66,0,DCA_B,94,2,0,CUST_1947,Garcia Logistics,2024-10-06,2024-10-06,OPEN,0.0,,,53.4,MEDIUM,13,SMS,2024-10-16,2025-01-23,1,SLA Breach
CASE_949,110787,176,Enterprise,897,0.5,0,DCA_A,50,3,0,CUST_1948,Garcia LLC,2024-07-23,2024-07-23,OPEN,0.0,,,34.8,LOW,4,WhatsApp Reminder,2024-09-07,2025-01-25,1,SLA Breach
CASE_950,167993,30,Enterprise,759,0.47,0,DCA_D,63,0,0,CUST_1949,Johnson Holdings,2024-12-16,2024-12-19,OPEN,0.0,,,14.9,LOW,6,Legal Notice,2024-12-24,2025-01-22,0,
CASE_951,300451,39,SME,661,0.44,1,DCA_B,59,3,0,CUST_1950,James Johnson,2024-12-07,2024-12-07,OPEN,0.0,,,35.8,LOW,8,Email,2025-01-05,2025-01-23,1,SLA Breach
CASE_952,425571,13,Enterprise,775,0.67,0,DCA_D,83,0,0,CUST_1951,Anderson Corp,2025-01-02,2025-01-04,IN_PROGRESS,0.0,,,9.7,LOW,2,Email,2025-01-04,2025-01-16,0,
CASE_953,132016,122,SME,603,0.66,0,DCA_B,63,0,0,CUST_1952,Barbara Hernandez,2024-09-15,2024-09-16,OPEN,0.0,,,49.6,LOW,13,Email,2024-12-07,2025-01-26,0,
CASE_954,271979,144,SME,484,0.57,0,DCA_C,54,1,0,CUST_1953,Michael Davis,2024-08-24,2024-08-25,OPEN,0.0,,,65.3,MEDIUM,7,WhatsApp Reminder,2024-11-13,2025-01-29,1,SLA Breach
CASE_955,25159,172,Enterprise,564,0.39,1,DCA_D,51,0,0,CUST_1954,Garcia Solutions,2024-07-27,2024-07-28,OPEN,0.0,,,74.2,MEDIUM,5,SMS,2024-12-06,2025-01-29,0,
CASE_956,183677,112,Enterprise,713,0.9,1,DCA_C,53,2,1,CUST_1955,Johnson Systems,2024-09-25,2024-09-28,PAID,181657.65,2024-10-27,2024-10-27,47.3,LOW,13,SMS,2024-10-05,,1,SLA Breach
CASE_957,388934,155,SME,701,0.58,1,DCA_D,99,0,0,CUST_1956,Joseph Davis,2024-08-13,2024-08-16,OPEN,0.0,,,58.0,MEDIUM,9,Legal Notice,2025-01-01,2025-01-21,0,
CASE_958,372760,45,SME,472,0.38,0,DCA_A,65,1,1,CUST_1957,Charles Rodriguez,2024-12-01,2024-12-02,PAID,367056.74,2025-01-15,2025-01-15,44.4,LOW,3,Legal Notice,2024-12-12,,1,SLA Breach
CASE_959,436304,119,Enterprise,382,0.32,0,DCA_D,89,0,1,CUST_1958,Wilson Systems,2024-09-18,2024-09-19,PAID,425370.2,2024-10-11,2024-10-11,69.0,MEDIUM,10,WhatsApp Reminder,2024-10-10,,0,
CASE_960,345896,35,Enterprise,889,0.4,0,DCA_C,92,1,1,CUST_1959,Smith Technologies,2024-12-11,2024-12-11,PAID,319126.81,2024-12-22,2024-12-22,4.2,LOW,4,Call,2024-12-11,,1,SLA Breach
CASE_961,322428,156,SME,621,0.49,0,DCA_D,65,1,0,CUST_1960,William Martinez,2024-08-12,2024-08-14,OPEN,0.0,,,55.5,MEDIUM,6,Legal Notice,2024-09-07,2025-01-29,1,SLA Breach
CASE_962,324187,7,SME,645,0.71,0,DCA_B,60,0,1,CUST_1961,Jennifer Brown,2025-01-08,2025-01-11,PAID,321451.06,2025-01-12,2025-01-12,20.2,LOW,13,SMS,2025-01-11,,0,
CASE_963,171619,110,SME,371,0.93,1,DCA_A,95,1,0,CUST_1962,Richard Jones,2024-09-27,2024-09-29,OPEN,0.0,,,78.0,HIGH,10,Email,2025-01-12,2025-01-16,1,Customer Unresponsive
CASE_964,364151,114,Enterprise,750,0.48,0,DCA_A,53,1,0,CUST_1963,Johnson Inc,2024-09-23,2024-09-24,IN_PROGRESS,0.0,,,34.4,LOW,14,Email,2024-10-25,2025-01-21,1,SLA Breach
CASE_965,87844,51,SME,507,0.81,1,DCA_A,95,2,0,CUST_1964,Patricia Williams,2024-11-25,2024-11-27,IN_PROGRESS,0.0,,,52.5,MEDIUM,6,Email,2024-12-14,2025-01-23,1,SLA Breach
CASE_966,32532,46,Enterprise,641,0.89,0,DCA_A,93,1,0,CUST_1965,Jones Group,2024-11-30,2024-11-30,IN_PROGRESS,0.0,,,29.2,LOW,4,Email,2024-12-26,2025-01-27,1,SLA Breach
CASE_967,170421,20,Enterprise,332,0.55,0,DCA_C,95,2,1,CUST_1966,Johnson Inc,2024-12-26,2024-12-26,PAID,155975.98,2024-12-28,2024-12-28,51.5,MEDIUM,6,Legal Notice,2024-12-27,,1,SLA Breach
CASE_968,127402,96,Enterprise,681,0.46,0,DCA_C,94,3,0,CUST_1967,Jones Solutions,2024-10-11,2024-10-12,OPEN,0.0,,,36.7,LOW,2,Legal Notice,2024-12-12,2025-01-27,1,SLA Breach
CASE_969,123012,38,Enterprise,685,0.62,0,DCA_A,90,0,0,CUST_1968,Smith Group,2024-12-08,2024-12-09,IN_PROGRESS,0.0,,,23.4,LOW,4,Legal Notice,2025-01-15,2025-01-18,0,
CASE_970,443661,104,SME,408,0.88,1,DCA_C,55,0,1,CUST_1969,Susan Lopez,2024-10-03,2024-10-06,PAID,432698.27,2024-11-04,2024-11-04,73.3,MEDIUM,5,Email,2024-10-31,,0,
CASE_971,403929,32,SME,461,0.31,1,DCA_C,57,3,0,CUST_1970,Patricia Wilson,2024-12-14,2024-12-15,OPEN,0.0,,,52.5,MEDIUM,14,Legal Notice,2025-01-11,2025-01-16,1,High Value Risk
CASE_972,61178,154,SME,315,0.62,0,DCA_D,77,0,0,CUST_1971,Richard Miller,2024-08-14,2024-08-14,IN_PROGRESS,0.0,,,82.9,HIGH,10,Call,2025-01-08,2025-01-18,0,
CASE_973,54407,58,SME,313,0.79,1,DCA_D,55,2,1,CUST_1972,Sarah Anderson,2024-11-18,2024-11-21,PAID,51254.06,2024-12-09,2024-12-09,71.7,MEDIUM,11,WhatsApp Reminder,2024-11-27,,1,SLA Breach
CASE_974,468556,167,SME,545,0.69,1,DCA_C,91,0,0,CUST_1973,Jennifer Johnson,2024-08-01,2024-08-03,OPEN,0.0,,,74.8,MEDIUM,7,Call,2025-01-04,2025-01-29,0,
CASE_975,55990,148,SME,345,0.62,1,DCA_D,87,1,0,CUST_1974,Linda Williams,2024-08-20,2024-08-23,IN_PROGRESS,0.0,,,88.8,HIGH,2,Legal Notice,2025-01-04,2025-01-27,1,SLA Breach
CASE_976,473888,82,Enterprise,854,0.66,0,DCA_B,80,1,0,CUST_1975,Garcia Enterprises,2024-10-25,2024-10-25,OPEN,0.0,,,17.9,LOW,5,WhatsApp Reminder,2025-01-07,2025-01-26,1,SLA Breach
CASE_977,134473,50,Enterprise,701,0.7,0,DCA_D,86,1,1,CUST_1976,Lopez LLC,2024-11-26,2024-11-29,PAID,126057.82,2024-12-26,2024-12-26,24.7,LOW,8,Physical Visit,2024-12-11,,1,SLA Breach
CASE_978,463761,52,SME,347,0.74,0,DCA_B,85,0,0,CUST_1977,James Miller,2024-11-24,2024-11-27,IN_PROGRESS,0.0,,,57.3,MEDIUM,14,Call,2025-01-15,2025-01-21,0,
CASE_979,483007,86,SME,709,0.53,0,DCA_A,60,0,0,CUST_1978,David Johnson,2024-10-21,2024-10-22,IN_PROGRESS,0.0,,,31.9,LOW,6,Legal Notice,2024-11-01,2025-01-22,0,
CASE_980,325285,115,SME,753,0.64,0,DCA_C,65,2,1,CUST_1979,Karen Anderson,2024-09-22,2024-09-22,PAID,300003.38,2024-10-01,2024-10-01,34.4,LOW,11,Email,2024-09-24,,1,SLA Breach
CASE_981,422009,150,Enterprise,441,0.48,1,DCA_A,92,2,0,CUST_1980,Lopez Solutions,2024-08-18,2024-08-21,OPEN,0.0,,,80.5,HIGH,8,Legal Notice,2024-11-22,2025-01-23,1,SLA Breach
CASE_982,323714,53,SME,749,0.94,0,DCA_A,89,1,1,CUST_1981,Elizabeth Hernandez,2024-11-23,2024-11-26,PAID,302982.75,2024-11-26,2024-11-26,21.0,LOW,11,WhatsApp Reminder,2024-11-26,,1,SLA Breach
CASE_983,231156,66,Enterprise,488,0.42,0,DCA_B,81,2,0,CUST_1982,Garcia LLC,2024-11-10,2024-11-10,OPEN,0.0,,,47.6,LOW,9,WhatsApp Reminder,2024-12-01,2025-01-22,1,SLA Breach
CASE_984,173964,117,Enterprise,756,0.4,1,DCA_D,51,0,0,CUST_1983,Miller Inc,2024-09-20,2024-09-22,OPEN,0.0,,,44.5,LOW,5,Email,2024-10-12,2025-01-20,0,
CASE_985,6015,43,Enterprise,415,0.47,0,DCA_C,61,2,1,CUST_1984,Davis Group,2024-12-03,2024-12-05,PAID,5672.48,2025-01-14,2025-01-14,49.1,LOW,8,Call,2025-01-04,,1,SLA Breach
CASE_986,66813,82,Enterprise,813,0.9,1,DCA_D,81,1,0,CUST_1985,Lopez Holdings,2024-10-25,2024-10-28,OPEN,0.0,,,31.6,LOW,5,SMS,2025-01-09,2025-01-26,1,SLA Breach
CASE_987,32712,151,Enterprise,312,0.73,0,DCA_C,61,0,0,CUST_1986,Gonzalez Group,2024-08-17,2024-08-20,IN_PROGRESS,0.0,,,82.5,HIGH,4,SMS,2024-11-02,2025-01-25,0,
CASE_988,105497,64,Enterprise,576,0.6,1,DCA_D,79,2,1,CUST_1987,Gonzalez LLC,2024-11-12,2024-11-15,PAID,105169.03,2024-12-23,2024-12-23,49.1,LOW,5,Call,2024-12-09,,1,SLA Breach
CASE_989,406631,137,SME,551,0.9,0,DCA_B,84,2,0,CUST_1988,Mary Wilson,2024-08-31,2024-09-02,OPEN,0.0,,,57.6,MEDIUM,3,Email,2024-10-19,2025-01-16,1,Refusal to Pay
CASE_990,247926,113,SME,527,0.89,1,DCA_D,95,3,1,CUST_1989,Thomas Gonzalez,2024-09-24,2024-09-26,PAID,226846.61,2024-11-20,2024-11-20,64.5,MEDIUM,11,Legal Notice,2024-10-22,,1,SLA Breach
CASE_991,117816,135,Enterprise,445,0.56,0,DCA_B,68,0,0,CUST_1990,Lopez Technologies,2024-09-02,2024-09-05,IN_PROGRESS,0.0,,,66.8,MEDIUM,6,Legal Notice,2025-01-13,2025-01-22,0,
CASE_992,133778,169,SME,516,0.67,0,DCA_A,50,0,1,CUST_1991,Barbara Smith,2024-07-30,2024-08-01,PAID,121955.0,2024-10-22,2024-10-22,67.9,MEDIUM,1,Physical Visit,2024-09-15,,0,
CASE_993,67292,54,SME,593,0.89,0,DCA_C,54,0,1,CUST_1992,Barbara Brown,2024-11-22,2024-11-22,PAID,60813.16,2024-12-08,2024-12-08,35.4,LOW,7,Call,2024-12-07,,0,
CASE_994,290977,65,Enterprise,580,0.51,1,DCA_D,96,2,0,CUST_1993,Anderson Group,2024-11-11,2024-11-12,OPEN,0.0,,,49.0,LOW,9,WhatsApp Reminder,2024-12-31,2025-01-29,1,SLA Breach
CASE_995,140230,2,Enterprise,465,0.56,0,DCA_D,66,1,0,CUST_1994,Garcia Logistics,2025-01-13,2025-01-14,OPEN,0.0,,,35.4,LOW,14,Call,2025-01-14,2025-01-25,1,SLA Breach
CASE_996,198752,132,SME,442,0.82,1,DCA_D,75,3,0,CUST_1995,Barbara Hernandez,2024-09-05,2024-09-07,OPEN,0.0,,,76.4,HIGH,8,Physical Visit,2024-10-10,2025-01-21,1,SLA Breach
CASE_997,287453,78,SME,797,0.75,1,DCA_C,78,2,0,CUST_1996,Richard Johnson,2024-10-29,2024-10-30,OPEN,0.0,,,32.2,LOW,2,Email,2024-12-06,2025-01-27,1,Refusal to Pay
CASE_998,274114,32,SME,783,0.33,0,DCA_C,53,1,0,CUST_1997,Jennifer Johnson,2024-12-14,2024-12-16,OPEN,0.0,,,13.2,LOW,11,Legal Notice,2025-01-09,2025-01-23,1,SLA Breach
CASE_999,339618,100,SME,712,0.38,1,DCA_C,61,1,0,CUST_1998,Sarah Davis,2024-10-07,2024-10-10,IN_PROGRESS,0.0,,,44.8,LOW,13,SMS,2024-12-05,2025-01-29,1,SLA Breach
CASE_1000,484920,130,Enterprise,396,0.85,0,DCA_B,84,1,1,CUST_1999,Rodriguez LLC,2024-09-07,2024-09-07,PAID,465595.14,2025-01-03,2025-01-03,70.2,MEDIUM,13,Call,2024-12-08,,1,SLA Breach
CASE_1001,313684,104,Enterprise,587,0.32,1,DCA_D,77,1,0,CUST_2000,Hernandez Logistics,2024-10-03,2024-10-03,OPEN,0.0,,,57.0,MEDIUM,11,Call,2024-10-11,2025-01-25,1,Customer Unresponsive
CASE_1002,156456,142,Enterprise,854,0.9,1,DCA_C,72,2,0,CUST_2001,Rodriguez Corp,2024-08-26,2024-08-27,IN_PROGRESS,0.0,,,41.2,LOW,1,Email,2024-10-04,2025-01-24,1,SLA Breach
